"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"02/12/2023","AQS","160010010","1","0.4","ppm","5","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/13/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/14/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/15/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/16/2023","AQS","160010010","1","0.4","ppm","5","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/17/2023","AQS","160010010","1","0.4","ppm","5","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/18/2023","AQS","160010010","1","0.4","ppm","5","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/19/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/20/2023","AQS","160010010","1","0.5","ppm","6","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/21/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/22/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/23/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/24/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/25/2023","AQS","160010010","1","0.4","ppm","5","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/26/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/27/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"02/28/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/01/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/02/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/03/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/04/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/05/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/06/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/07/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/08/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/09/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/10/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/11/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/12/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/13/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/14/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/15/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/16/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/17/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/18/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/19/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/20/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/21/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/22/2023","AQS","160010010","1","0.4","ppm","5","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/23/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/24/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/25/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/26/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/27/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/28/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/29/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/30/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/31/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/01/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/02/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/03/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/04/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/05/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/06/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/07/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/08/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/09/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/10/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/11/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/12/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/13/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/14/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/15/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/16/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/17/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/18/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/19/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/20/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/21/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/22/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/23/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/24/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/25/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/26/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/27/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/28/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/29/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"04/30/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/01/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/02/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/03/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","18","75.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/04/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/05/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/06/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/07/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/08/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/09/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","17","71.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/10/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","16","67.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/11/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/12/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/13/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/14/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/15/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/16/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/17/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/18/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/19/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/20/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/21/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/22/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/23/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/24/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/25/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/26/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/27/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/28/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/29/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/30/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"05/31/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/01/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/02/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/03/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/04/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/05/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/06/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/07/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/08/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/09/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/10/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/11/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/12/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/13/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/14/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/15/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/16/2023","AQS","160010010","1","0.4","ppm","5","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/17/2023","AQS","160010010","1","0.4","ppm","5","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/18/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/19/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/20/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/21/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/22/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/23/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/24/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/25/2023","AQS","160010010","1","0.1","ppm","1","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/26/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/27/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/28/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/29/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"06/30/2023","AQS","160010010","1","0.3","ppm","3","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"07/01/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"07/02/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"07/03/2023","AQS","160010010","1","0.2","ppm","2","Meridian - St. Luke's","24","100.0000","42101","Carbon monoxide","593","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
